countryCode,name,wikidataID,gender,twitterScreenname,twitterID,positionHeld,group,groupFromState
CA,Kirsty Duncan,http://www.wikidata.org/entity/Q3197422,female,kirstyduncanen || kirstyduncanmp,271073165,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Wayne Easter,http://www.wikidata.org/entity/Q3566825,male,wayneeaster,65624152,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Seamus O'Regan,http://www.wikidata.org/entity/Q7440780,male,seamusoregan,22849568,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Ahmed Hussen,http://www.wikidata.org/entity/Q16211070,male,honahmedhussen,2891740872,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Francis Drouin,http://www.wikidata.org/entity/Q21155044,male,francis_drouin,743129088,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Gudie Hutchings,http://www.wikidata.org/entity/Q22005483,female,gudie,21687438,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Scott Duvall,http://www.wikidata.org/entity/Q22277646,male,sduvall07,535820788,member of the House of Commons of Canada,New Democratic Party,New Democratic Party
CA,Marilyn Gladu,http://www.wikidata.org/entity/Q22277949,female,mpmarilyngladu,791282631006621696,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Bryan May,http://www.wikidata.org/entity/Q22279113,male,_bryanmay,52080359,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Kate Young,http://www.wikidata.org/entity/Q22811363,female,kateyoungmp,2763372632,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Mumilaaq Qaqqaq,http://www.wikidata.org/entity/Q71942614,female,mumilaaqqaqqaq,1172345859905871872,member of the House of Commons of Canada,,New Democratic Party
CA,Annie Koutrakis,http://www.wikidata.org/entity/Q72012050,female,anniekoutrakis,1170770038208565248,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Adam van Koeverden,http://www.wikidata.org/entity/Q81496,male,vankayak,112815157,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Andrew Scheer,http://www.wikidata.org/entity/Q2846724,male,andrewscheer,256360738,member of the House of Commons of Canada,Conservative Party of Canada || Canadian Alliance || Reform Party of Canada || Saskatchewan Party,Conservative Party of Canada
CA,David McGuinty,http://www.wikidata.org/entity/Q3018407,male,davidmcguinty,272903688,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Navdeep Bains,http://www.wikidata.org/entity/Q3337237,male,navdeepsbains,234395010,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Sean Casey,http://www.wikidata.org/entity/Q3476701,male,seancaseylpc,256775505,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Sukh Dhaliwal,http://www.wikidata.org/entity/Q3503377,male,sukhdhaliwal,38625077,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Tom Lukiwski,http://www.wikidata.org/entity/Q3530781,male,tomlukiwski,271042651,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Anthony Housefather,http://www.wikidata.org/entity/Q4772746,male,ahousefather,1646334073,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Ted Falk,http://www.wikidata.org/entity/Q15300563,male,mptedfalk,2228891196,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
