Title,twitter,Ideology,URL,URL Reconstruct,URL Redirect Reconstruct,Location,Parent,Parent URL,Parent Country
Media Equalizer,mediaequalizer,Right,http://mediaequalizer.com,mediaequalizer,mediaequalizer,,Media Equalizer,https://mediaequalizer.com/,United States
David Martin,davidmartinmrc,Right,http://www.mrc.org,mrc.org,mrc.org,"Reston, VA",Media Research Center (MRC),https://www.mrc.org/,United States
MERCATORNET,mercatornet,Right,http://www.mercatornet.com,mercatornet,mercatornet,Sydney,Mercatornet,https://www.mercatornet.com,Unknown
MERCATORNET,media_mn,Right,http://www.mercatornet.com,mercatornet,mercatornet,Sydney,Mercatornet,https://www.mercatornet.com,Unknown
MercatorNet,mercatornet_mw,Right,http://www.mercatornet.com/,mercatornet,mercatornet,Sydney,Mercatornet,https://www.mercatornet.com,Unknown
Mercatornet Africa,mharambee,Right,http://www.mercatornet.com/harambee,mercatornet,mercatornet,Africa,Mercatornet,https://www.mercatornet.com,Unknown
MercatorNet Italia,mercatornet_it,Right,http://www.mercatornet.com,mercatornet,mercatornet,,Mercatornet,https://www.mercatornet.com,Unknown
milliyet.com.tr,milliyet,Right,http://www.milliyet.com.tr,milliyet.com.tr,milliyet.com.tr,,Milliyet,https://www.milliyet.com.tr/,Turkey
Milliyet Emlak,milliyetemlak,Right,https://www.milliyet.com.tr/emlak/,milliyet.com.tr,milliyet.com.tr,İstanbul,Milliyet,https://www.milliyet.com.tr/,Turkey
Milliyet Teknoloji | #MaskeTak,milliyet_tekno,Right,http://www.milliyet.com.tr/teknoloji/,milliyet.com.tr,milliyet.com.tr,"İstanbul, Türkiye",Milliyet,https://www.milliyet.com.tr/,Turkey
Milliyet Tatil | #MaskeTak,milliyettatil,Right,http://www.milliyet.com.tr/tatil,milliyet.com.tr,milliyet.com.tr,,Milliyet,https://www.milliyet.com.tr/,Turkey
Minnesota Sun,theminnesotasun,Right,http://theminnesotasun.com,theminnesotasun,theminnesotasun,Minneapolis,Minnesota Sun,https://theminnesotasun.com/,United States
Mises Institute,mises,Right,http://mises.org,mises.org,mises.org,"Auburn, Alabama",Mises Institute,https://mises.org/,United States
Mises Institute Scholars,misesscholars,Right,http://www.mises.org,mises.org,mises.org,"Auburn, Alabama",Mises Institute,https://mises.org/,United States
Power&Market,misesblog,Right,http://mises.org/blog,mises.org,mises.org,"Auburn, AL",Mises Institute,https://mises.org/,United States
Mises Media,mises_media,Right,http://mises.org/media,mises.org,mises.org,"Auburn, Alabama",Mises Institute,https://mises.org/,United States
Instituto Mises,institutomises,Right,http://mises.org/es,mises.org,mises.org,"Auburn, Alabama",Mises Institute,https://mises.org/,United States
Ryan McMaken,ryanmcmaken,Right,http://mises.org,mises.org,mises.org,"Colorado, USA",Mises Institute,https://mises.org/,United States
National Catholic Register,ncregister,Right,http://www.ncregister.com,ncregister,ncregister,global,National Catholic Register,https://www.ncregister.com/,United States
NFRW,nfrw,Right,http://www.nfrw.org,nfrw.org,nfrw.org,"Alexandria, Virginia",National Federation of Republican Women,https://www.nfrw.org/,United States
National Review,nro,Right,http://www.nationalreview.com,nationalreview,nationalreview,New York,National Review,https://www.nationalreview.com,United States
National Review News Wire,nrwire,Right,https://www.nationalreview.com/news/,nationalreview,nationalreview,New York City,National Review,https://www.nationalreview.com,United States
New Boston Post,newbostonpost,Right,https://newbostonpost.com/subscription/,newbostonpost,newbostonpost,"Boston, MA",New Boston Post,https://newbostonpost.com/,Unknown
Curtis Houck,curtishouck,Right,http://newsbusters.org/author/curtis-houck,newsbusters.org,newsbusters.org,Northern VA,Newsbusters,https://www.newsbusters.org/,United States
Dan Gainor,dangainor,Right,http://www.newsbusters.org,newsbusters.org,newsbusters.org,"Reston, VA.",Newsbusters,https://www.newsbusters.org/,United States
Tim Graham,timjgraham,Right,http://www.newsbusters.org/author/tim-graham,newsbusters.org,newsbusters.org,"Warrenton, Virginia",Newsbusters,https://www.newsbusters.org/,United States
Scott Whitlock,scottjw,Right,http://www.newsbusters.org/author/scott-whitlock,newsbusters.org,newsbusters.org,Northern Virginia,Newsbusters,https://www.newsbusters.org/,United States
Nicholas Fondacaro,nickfondacaro,Right,http://www.newsbusters.org/author/nicholas-fondacaro,newsbusters.org,newsbusters.org,"Alexandria, VA",Newsbusters,https://www.newsbusters.org/,United States
Not the Bee,not_the_bee,Right,https://notthebee.com/,notthebee,notthebee,,Not The Bee,https://notthebee.com/,United States
Adam Ford,adam4d,Right,https://notthebee.com/,notthebee,notthebee,,Not The Bee,https://notthebee.com/,United States
NRA-ILA,nraila,Right,http://www.nraila.org,nraila.org,nraila.org,"Fairfax, VA",NRA – Institute for Legislative Action,https://www.nraila.org,United States
OFFGRID Survival,offgridsurvival,Right,https://offgridsurvival.com,offgridsurvival,offgridsurvival,,Offgrid Survival,https://offgridsurvival.com/,Unknown
One Angry Gamer,oneangrygamerhd,Right,https://oneangrygamer.net,oneangrygamer.net,oneangrygamer.net,,One Angry Gamer,https://www.oneangrygamer.net/,United States
One Angsty Gamer,oneangrygamerhp,Right,http://oneangrygamer.net,oneangrygamer.net,oneangrygamer.net,NO SERIOUSLY PARODY ACCOUNT,One Angry Gamer,https://www.oneangrygamer.net/,United States
OneNewsNow,onenewsnowcom,Right,http://www.onenewsnow.com,onenewsnow,onenewsnow,Mississippi USA,OneNewsNow,https://onenewsnow.com,United States
OpsLens,opslens,Right,http://opslens.com,opslens,opslens,,OpsLens,http://www.opslens.com/,Unknown
PanAm Post Español,panampost_es,Right,https://www.panampost.com,panampost,panampost,"Miami, FL",PanAm Post,https://panampost.com/,United States
PanAm Post Português,panampost_pt,Right,http://www.panampost.com,panampost,panampost,"Miami, FL",PanAm Post,https://panampost.com/,United States
Patriot_News,patnewsdaily,Right,http://patriotnewsdaily.com/,patriotnewsdaily,patriotnewsdaily,,Patriot News Daily,http://patriotnewsdaily.com/,United States
Pluralist,pluralistmedia,Right,https://www.pluralist.com,pluralist,pluralist,"New York, NY",Pluralist,https://www.pluralist.com,United States
The PolitiChicks,thepolitichicks,Right,http://politichicks.com,politichicks,politichicks,,Politichicks,https://politichicks.com/,United States
The Populist Wire,populistwire,Right,https://www.populistwire.com,populistwire,populistwire,,Populist Wire,https://www.populistwire.com,United States
Power Line,pline2021,Right,http://www.powerlineblog.com,powerlineblog,powerlineblog,United States,Power Line,https://www.powerlineblog.com/,United States
Power Line,powerlineus,Right,http://www.powerlineblog.com,powerlineblog,powerlineblog,"Minnesota, D.C., and Calif.",Power Line,https://www.powerlineblog.com/,United States
PublicInterestLegal,pilfoundation,Right,http://www.publicinterestlegal.org,publicinterestlegal.org,publicinterestlegal.org,"Indianapolis, IN",Public Interest Legal Foundation,https://publicinterestlegal.org/,United States
Reader's Digest,readersdigest,Right,http://rd.com,rd,rd,,Reader’s Digest,https://www.rd.com,United States
Heather Mullins - Real America’s Voice (RAV-TV),talkmullins,Right,http://www.americasvoice.news,americasvoice.news,americasvoice.news,,Real America’s Voice,https://americasvoice.news/,United States
Real America's Voice (RAV),realamvoice,Right,http://americasvoice.news,americasvoice.news,americasvoice.news,13276 East Freemont Place Cent,Real America’s Voice,https://americasvoice.news/,United States
Rebecca Baldwin (Real America's Voice),rebeccarav,Right,http://americasvoice.news,americasvoice.news,americasvoice.news,"Washington, DC",Real America’s Voice,https://americasvoice.news/,United States
KirbyRegated,kirbyregated,Right,http://www.regated.com,regated,regated,,Regated,https://regated.com/,United States
John Glass,johnregated,Right,http://regated.com,regated,regated,United States,Regated,https://regated.com/,United States
Deplorable Michael,mfisherregated,Right,http://www.regated.com,regated,regated,,Regated,https://regated.com/,United States
Sabah Gazetesi,sabah,Right,http://www.sabah.com.tr,sabah.com.tr,sabah.com.tr,"İstanbul, Türkiye",Sabah,https://www.sabah.com.tr/,Turkey
Save Jersey,savejersey,Right,http://savejersey.com,savejersey,savejersey,The Garden State,Save Jersey,https://savejersey.com,United States
Matt Rooney,mattrooneynj,Right,http://savejersey.com,savejersey,savejersey,The Garden State,Save Jersey,https://savejersey.com,United States
Sinclair Broadcast Group,wearesinclair,Right,http://sbgi.net,sbgi.net,sbgi.net,"Cockeysville, MD",Sinclair Broadcast Group,http://sbgi.net/,United States
Sky News Australia,skynewsaust,Right,http://www.skynews.com.au,skynews.com.au,skynews.com.au,"Sydney, Australia",Sky News Australia,https://www.skynews.com.au/,Australia
Ross Greenwood,ross_greenwood,Right,http://www.skynews.com.au,skynews.com.au,skynews.com.au,Australia,Sky News Australia,https://www.skynews.com.au/,Australia
Ashleigh Gillon,ash_gillon,Right,http://www.skynews.com.au,skynews.com.au,skynews.com.au,"Perth, Western Australia",Sky News Australia,https://www.skynews.com.au/,Australia
Sonoran News,sonorannews,Right,http://sonorannews.com,sonorannews,sonorannews,"Cave Creek, Arizona",Sonoran News,http://sonorannews.com/,Unknown
spiked,spikedonline,Right,http://www.spiked-online.com,spiked-online,spiked-online,,Spiked Magazine,http://spiked-online.com/,United Kingdom
Standpoint Magazine,standpointmag,Right,http://www.standpointmag.co.uk,standpointmag.co.uk,standpointmag.co.uk,London,Standpoint Magazine,http://www.standpointmag.co.uk,United Kingdom
Tatum Report,tatumreport,Right,http://www.tatumreport.com,tatumreport,tatumreport,,Tatum Report,https://tatumreport.com/,United States
Todd Cefaratti 💎 Co-Founder of TatumReport.com ™,tatumreporttodd,Right,http://tatumreport.com,tatumreport,tatumreport,,Tatum Report,https://tatumreport.com/,United States
The American Mind,theammind,Right,https://americanmind.org,americanmind.org,americanmind.org,,The American Mind,https://americanmind.org,United States
The College Fix,collegefix,Right,http://thecollegefix.com,thecollegefix,thecollegefix,"Washington, D.C.",The College Fix,https://www.thecollegefix.com/,United States
Critical Hube Theory,colossusrhodey,Right,http://thecollegefix.com,thecollegefix,thecollegefix,"Delaware, USA",The College Fix,https://www.thecollegefix.com/,United States
The Conservative Woman,theconwom,Right,https://www.conservativewoman.co.uk/,conservativewoman.co.uk,conservativewoman.co.uk,United Kingdom,The Conservative Woman,https://www.conservativewoman.co.uk,United Kingdom
Kathy Gyngell,kathyconwom,Right,http://www.conservativewoman.co.uk,conservativewoman.co.uk,conservativewoman.co.uk,London SW1,The Conservative Woman,https://www.conservativewoman.co.uk,United Kingdom
Andrew Cadman,andrew_cadman,Right,http://www.conservativewoman.co.uk,conservativewoman.co.uk,conservativewoman.co.uk,UK,The Conservative Woman,https://www.conservativewoman.co.uk,United Kingdom
The Daily Defender,daily_defender,Right,http://thedailydefender.com,thedailydefender,thedailydefender,United States of America,The Daily Defender,http://thedailydefender.com/,Unknown
The First,thefirstontv,Right,http://www.thefirsttv.com,thefirsttv,thefirsttv,,The First TV,https://www.thefirsttv.com/,United States
Scott McKay,thehayride,Right,http://thehayride.com,thehayride,thehayride,"Baton Rouge, LA",The Hayride,https://thehayride.com/,United States
The Liberty Loft,thelibertyloft,Right,https://www.thelibertyloft.com,thelibertyloft,thelibertyloft,North Carolina,The Liberty Loft,https://thelibertyloft.com/,Unknown
TheNewAmerican,newamericanmag,Right,http://www.thenewamerican.com,thenewamerican,thenewamerican,"Appleton, WI",The New American,https://www.thenewamerican.com/,United States
TheOhioStar,theohiostar,Right,http://theohiostar.com,theohiostar,theohiostar,"Columbus, OH",The Ohio Star,http://theohiostar.com/,United States
The Patriot Post,patriotpost,Right,http://patriotpost.us,patriotpost.us,patriotpost.us,USA,The Patriot Post,https://patriotpost.us/,United States
The Post Millennial,tpostmillennial,Right,https://www.thepostmillennial.com,thepostmillennial,thepostmillennial,Canada,The Post Millennial,https://www.thepostmillennial.com,Canada
The RANTidote,therantidote,Right,http://therantidote.com,therantidote,therantidote,,The RANTidote,http://therantidote.com/,Unknown
Rebel News,rebelnewsonline,Right,http://rebelnews.com,rebelnews,rebelnews,Canada and the world,Rebel News,https://www.rebelnews.com/,Canada
Ezra Levant 🍁,ezralevant,Right,http://www.rebelnews.com,rebelnews,rebelnews,Canada and the world,Rebel News,https://www.rebelnews.com/,Canada
The Resurgent,resurgent,Right,http://www.thefirsttv.com,theresurgent,thefirsttv,,The Resurgent,http://theresurgent.com/,Unknown
Ron Paul Institute,ronpaulinstitut,Right,http://ronpaulinstitute.org,ronpaulinstitute.org,ronpaulinstitute.org,,The Ron Paul Institute,http://www.ronpaulinstitute.org/,United States
The Sun,thesun,Right,https://www.thesun.co.uk/,thesun.co.uk,thesun.co.uk,London,The Sun,https://www.thesun.co.uk/,United Kingdom
The Sun,thesun_ni,Right,http://www.thesun.co.uk,thesun.co.uk,thesun.co.uk,Belfast,The Sun,https://www.thesun.co.uk/,United Kingdom
The Sun Football ⚽,thesunfootball,Right,https://www.thesun.co.uk/sport/football/,thesun.co.uk,thesun.co.uk,,The Sun,https://www.thesun.co.uk/,United Kingdom
The Texan,thetexannews,Right,https://thetexan.news,thetexan.news,thetexan.news,"Austin, TX",The Texan,https://thetexan.news/,United States
The Truth About Guns,guntruth,Right,http://thetruthaboutguns.com,thetruthaboutguns,thetruthaboutguns,"Austin, Texas",The Truth About Guns,http://www.thetruthaboutguns.com/,Unknown
Toronto Sun,thetorontosun,Right,http://www.torontosun.com,torontosun,torontosun,"365 Bloor St. E., Toronto, ON",Toronto Sun,https://torontosun.com,Canada
Liz Braun,lizbraunsun,Right,http://www.torontosun.com,torontosun,torontosun,Toronto,Toronto Sun,https://torontosun.com,Canada
Jon McCarthy,jonmccarthysun,Right,http://torontosun.com,torontosun,torontosun,,Toronto Sun,https://torontosun.com,Canada
Chris Doucette,sundoucette,Right,http://www.torontosun.com,torontosun,torontosun,Toronto,Toronto Sun,https://torontosun.com,Canada
Brad Hunter,huntertosun,Right,http://www.torontosun.com/,torontosun,torontosun,"Toronto, Ontario",Toronto Sun,https://torontosun.com,Canada
Jonathan Kingstone,torsuncity,Right,http://torontosun.com,torontosun,torontosun,"Toronto, Ontario, Canada",Toronto Sun,https://torontosun.com,Canada
TRT World,trtworld,Right,http://trtworld.com,trtworld,trtworld,,TRT World,https://www.trtworld.com,Turkey
TRT World Academy,trtworldacademy,Right,https://www.trtworld.com/fellowship/,trtworld,trtworld,"Istanbul, Turkey",TRT World,https://www.trtworld.com,Turkey
TRT World PR,trtworldpr,Right,http://trtworld.com,trtworld,trtworld,,TRT World,https://www.trtworld.com,Turkey
Twitchy Team,twitchyteam,Right,http://www.twitchy.com,twitchy,twitchy,,Twitchy,https://twitchy.com,United States
UN Watch,unwatch,Right,http://www.unwatch.org,unwatch.org,unwatch.org,"Geneva, Switzerland",UN Watch,https://www.unwatch.org,Switzerland
UN Watch en français,unwatch_fr,Right,http://www.unwatch.org/fr/,unwatch.org,unwatch.org,Genève,UN Watch,https://www.unwatch.org,Switzerland
Unity News Network (UNN),unitynewsnet,Right,https://unitynewsnetwork.co.uk,unitynewsnetwork.co.uk,unitynewsnetwork.co.uk,"Manchester, United Kingdom",Unity News Network,https://unitynewsnetwork.co.uk,United Kingdom
Washington Examiner,dcexaminer,Right,http://www.washingtonexaminer.com,washingtonexaminer,washingtonexaminer,"Washington, DC",Washington Examiner,https://www.washingtonexaminer.com/,United States
Washington Examiner Press,washexam_press,Right,http://washingtonexaminer.com/,washingtonexaminer,washingtonexaminer,"Washington, D.C.",Washington Examiner,https://www.washingtonexaminer.com/,United States
Washington Examiner,washexaminer,Right,http://www.washingtonexaminer.com,washingtonexaminer,washingtonexaminer,"Washington, DC",Washington Examiner,https://www.washingtonexaminer.com/,United States
Fred Barnes,fredbarnes,Right,https://www.washingtonexaminer.com/author/fred-barnes,washingtonexaminer,washingtonexaminer,"Washington, DC",Washington Examiner,https://www.washingtonexaminer.com/,United States
Tim Carney,tpcarney,Right,https://www.washingtonexaminer.com/author/timothy-p-carney,washingtonexaminer,washingtonexaminer,"Washington, DC",Washington Examiner,https://www.washingtonexaminer.com/,United States
Seth Mandel,sethamandel,Right,https://www.washingtonexaminer.com/editions,washingtonexaminer,washingtonexaminer,"ÜT: 38.900497,-77.009496",Washington Examiner,https://www.washingtonexaminer.com/,United States
Susan Ferrechio,susanferrechio,Right,http://washingtonexaminer.com,washingtonexaminer,washingtonexaminer,Washington D.C.,Washington Examiner,https://www.washingtonexaminer.com/,United States
Jim Antle,jimantle,Right,https://www.washingtonexaminer.com/author/w-james-antle-iii,washingtonexaminer,washingtonexaminer,,Washington Examiner,https://www.washingtonexaminer.com/,United States
Washington Free Beacon,freebeacon,Right,https://freebeacon.com,freebeacon,freebeacon,United States,Washington Free Beacon,https://freebeacon.com/,United States
Chuck Ross,chuckrossdc,Right,http://freebeacon.com,freebeacon,freebeacon,,Washington Free Beacon,https://freebeacon.com/,United States
Mary Lou Lang,maryloubyrd12,Right,http://freebeacon.com,freebeacon,freebeacon,Central New Jersey,Washington Free Beacon,https://freebeacon.com/,United States
Weasel Zippers,weaselzippers,Right,http://www.weaselzippers.us,weaselzippers.us,weaselzippers.us,United States,Weasel Zippers,http://www.weaselzippers.us/,United States
The Weekly Standard,weeklystandard,Right,http://www.weeklystandard.com,weeklystandard,weeklystandard,Washington,Weekly Standard,http://www.weeklystandard.com/,United States
World Tribune,worldtribune,Right,http://www.worldtribune.com,worldtribune,worldtribune,World News,World Tribune,https://www.worldtribune.com,United States
Yellowhammer News,yhn,Right,http://yellowhammernews.com,yellowhammernews,yellowhammernews,Alabama the Beautiful,YellowHammer News,https://yellowhammernews.com/,United States
YAF,yaf,Right,http://yaf.org/,yaf.org,yaf.org,"Reston, VA",Young America’s Foundation (YAF),https://www.yaf.org,United States
Pater Tenebrarum,acting_man,Right,http://www.acting-man.com,acting-man,acting-man,Austria,Acting Man,https://acting-man.com/,United States
Elizabeth Johnston,ejministries,Extreme-right,http://www.elizabethjohnston.org,elizabethjohnston.org,elizabethjohnston.org,,Activist Mommy/Elizabeth Johnston,https://elizabethjohnston.org/,United States
Al Arabiya English,alarabiya_eng,Center-right,http://english.alarabiya.net,alarabiya.english.net,alarabiya.english.net,Dubai,Al Arabiya,https://english.alarabiya.net/,Saudi Arabia
Al Bawaba News,albawabaenglish,Center-right,https://www.albawaba.com/,albawaba,albawaba,🌎,Al Bawaba,https://www.albawaba.com/,Jordan
Al Bawaba Entz,albawabaentz,Center-right,https://www.albawaba.com/entertainment,albawaba,albawaba,Jordan,Al Bawaba,https://www.albawaba.com/,Jordan
Al Bawaba Business,albawababiz,Center-right,https://www.albawaba.com/business,albawaba,albawaba,,Al Bawaba,https://www.albawaba.com/,Jordan
Al Bawaba Business - البوابة أعمال,albawababizar,Center-right,https://www.albawaba.com/ar,albawaba,albawaba,,Al Bawaba,https://www.albawaba.com/,Jordan
Alliance Defending Freedom,alliancedefends,Extreme-right,http://www.adflegal.org,adflegal.org,adflegal.org,"Scottsdale, AZ",Alliance Defending Freedom,https://www.adflegal.org/,United States
Kristen Waggoner,kwaggoneradf,Extreme-right,http://adflegal.org,adflegal.org,adflegal.org,,Alliance Defending Freedom,https://www.adflegal.org/,United States
Alpha News,alphanewsmn,Extreme-right,http://www.alphanewsmn.com,alphanewsmn,alphanewsmn,,Alpha News,https://alphanewsmn.com/,United States
American Action News,amactionnews,Right,http://americanactionnews.com,americanactionnews,americanactionnews,,American Action News,https://americanactionnews.com/,United States
American Action News,ameractionnews,Right,http://americanactionnews.com,americanactionnews,americanactionnews,,American Action News,https://americanactionnews.com/,United States
American Family Assc,americanfamassc,Extreme-right,http://www.afa.net,afa.net,afa.net,"Tupelo, Mississippi",American Family Association,https://www.afa.net/,United States
American Lookout,amlookout,Extreme-right,http://americanlookout.com,americanlookout,americanlookout,,American Lookout,https://americanlookout.com/,United States
American Principles 🇺🇸,approject,Extreme-right,http://americanprinciplesproject.org,americanprinciplesproject.org,americanprinciplesproject.org,"Washington, DC",American Principles Project,https://americanprinciplesproject.org/,Unknown
Frank Cannon,cannonfodder6,Extreme-right,http://americanprinciplesproject.org,americanprinciplesproject.org,americanprinciplesproject.org,"Washington, DC",American Principles Project,https://americanprinciplesproject.org/,Unknown
James Bascom,jamesbascom,Extreme-right,http://www.tfp.org,tfp.org,tfp.org,"McLean, VA",American Society for the Defense of Tradition Family and Property,https://www.tfp.org/,United States
American Thinker,americanthinker,Extreme-right,http://www.americanthinker.com,americanthinker,americanthinker,Worldwide,American Thinker,https://www.americanthinker.com,United States
American Thinker,amthinker,Extreme-right,http://americanthinker.com,americanthinker,americanthinker,,American Thinker,https://www.americanthinker.com,United States
Arab News,arabnews,Center-right,https://www.arabnews.com,arabnews,arabnews,Saudi Arabia,Arab News,https://www.arabnews.com/,Saudi Arabia
Arab News Business,arabnewsbiz,Center-right,http://arabnews.com/economy,arabnews,arabnews,"Riyadh, Jeddah, Dubai, London",Arab News,https://www.arabnews.com/,Saudi Arabia
Frankly Speaking by Arab News,franklyspeaking,Center-right,https://www.arabnews.com/franklyspeaking,arabnews,arabnews,,Arab News,https://www.arabnews.com/,Saudi Arabia
AssocAmerPhys&Surg,aapsonline,Extreme-right,http://www.aapsonline.org,aapsonline.org,aapsonline.org,"Tucson, Arizona",Association of American Physicians and Surgeons (AAPS),https://aapsonline.org/,United States
BasNews English,englishbasnews,Left,http://www.basnews.com/en/,basnews,basnews,"Erbil, Kurdistan Region",Basnews Agency,http://www.basnews.com/,Iraq
bdnews24.com,bdnews24com,Center-left,http://bdnews24.com,bdnews24,bdnews24,Bangladesh,BDNews24,https://bdnews24.com/,Bangladesh
BDNews24,bdnews24dotcom,Center-left,http://www.bdnews24.com,bdnews24,bdnews24,"Dhaka, Bangladesh",BDNews24,https://bdnews24.com/,Bangladesh
opinion.bdnews24.com,opinion_bdn,Center-left,http://bdnews24.com,bdnews24,bdnews24,bd,BDNews24,https://bdnews24.com/,Bangladesh
bdnews24.com,bdnews24update,Center-left,http://bdnews24.com,bdnews24,bdnews24,Bangladesh,BDNews24,https://bdnews24.com/,Bangladesh
Becker News,newsbecker,Right,https://beckernews.com/,beckernews,beckernews,,Becker News,https://beckernews.com/,United States
Beijing Review,beijingreview,Center-left,http://www.bjreview.com/,bjreview,bjreview,Worldwide,Beijing Review,http://www.bjreview.com/,China
Big League Politics,bigleaguepol,Extreme-right,http://bigleaguepolitics.com,bigleaguepolitics,bigleaguepolitics,"Washington, DC",Big League Politics,https://bigleaguepolitics.com/,United States
Bipartisan Report,bipartisanism,Extreme-left,http://bipartisanreport.com,bipartisanreport,bipartisanreport,"Washington, DC",Bipartisan Report,https://bipartisanreport.com,United States
BitChute Vlogs,bitchutevlogs,Extreme-right,https://www.bitchute.com/category/vlogging/,bitchute,bitchute,,BitChute,https://www.bitchute.com/,United Kingdom
BitChute Tech,bitchutetech,Extreme-right,https://www.bitchute.com/category/science/,bitchute,bitchute,,BitChute,https://www.bitchute.com/,United Kingdom
BitChute,bitchute,Extreme-right,https://www.bitchute.com,bitchute,bitchute,Worldwide,BitChute,https://www.bitchute.com/,United Kingdom
BitChuteMusic,bitchutemusic,Extreme-right,https://www.bitchute.com/bitchutemusicvids/,bitchute,bitchute,,BitChute,https://www.bitchute.com/,United Kingdom
Black Eye Politics,blackeyepol,Extreme-right,http://blackeyepolitics.com/,blackeyepolitics,blackeyepolitics,United States of America,Black Eye Politics,https://blackeyepolitics.com/,Unknown
Chuck Woolery,chuckwoolery,Extreme-right,http://bluntforcetruth.com/,bluntforcetruth,bluntforcetruth,Texas,Blunt Force Truth,https://bluntforcetruth.com,United States
Blunt Force Truth,bft_podcast,Extreme-right,https://bluntforcetruth.com/,bluntforcetruth,bluntforcetruth,,Blunt Force Truth,https://bluntforcetruth.com,United States
Dr. Mark Young,markyoungtruth,Extreme-right,http://bluntforcetruth.com/,bluntforcetruth,bluntforcetruth,"Detroit, MI, Tampa, FL",Blunt Force Truth,https://bluntforcetruth.com,United States
Bossip,bossip,Extreme-left,http://bossip.com,bossip,bossip,"Atlanta, GA",Bossip,https://bossip.com/,United States
BreakingChristianNews,bcnbcn,Extreme-right,http://www.breakingchristiannews.com,breakingchristiannews,breakingchristiannews,Global,Breaking Christian News,https://www.breakingchristiannews.com/,United States
Breaking First,breaking_1st,Extreme-right,http://breakingfirst.com,breakingfirst,breakingfirst,,Breaking First,https://breakingfirst.com/,Unknown
Breitbart News,breitbartnews,Extreme-right,http://breitbart.com,breitbart,breitbart,,Breitbart,https://www.breitbart.com/,United States
Breitbart London,breitbartlondon,Extreme-right,http://breitbart.com/breitbart-london,breitbart,breitbart,"London, UK",Breitbart,https://www.breitbart.com/,United States
Breitbart Tech,breitbarttech,Extreme-right,http://breitbart.com/tech,breitbart,breitbart,"Los Angeles, CA",Breitbart,https://www.breitbart.com/,United States
Breitbart.TV,breitbartvideo,Extreme-right,http://www.breitbart.com/video/,breitbart,breitbart,United States,Breitbart,https://www.breitbart.com/,United States
BreitbartTexas,breitbarttexas,Extreme-right,http://www.breitbart.com/breitbart-texas,breitbart,breitbart,Texas,Breitbart,https://www.breitbart.com/,United States
AndrewBreitbart,andrewbreitbart,Extreme-right,http://www.breitbart.com,breitbart,breitbart,"Los Angeles, USA",Breitbart,https://www.breitbart.com/,United States
Caixin Global,caixin,Center-right,http://www.caixinglobal.com/,caixinglobal,caixinglobal,Beijing,Caixin Global,https://www.caixinglobal.com/,China
Caldron Pool,caldronpool,Extreme-right,https://www.caldronpool.com,caldronpool,caldronpool,,Caldron Pool,https://caldronpool.com/,Australia
Canada Free Press,canadafreepress,Extreme-right,http://www.canadafreepress.com,canadafreepress,canadafreepress,,Canada Free Press,https://canadafreepress.com/,United States
True Activist,trueactivist,Extreme-left,http://www.trueactivist.com,trueactivist,trueactivist,,True Activist,http://www.trueactivist.com/,Germany
Center for Security Policy,securefreedom,Extreme-right,https://www.centerforsecuritypolicy.org/,centerforsecuritypolicy.org,centerforsecuritypolicy.org,"Washington, DC",Center for Security Policy,https://www.centerforsecuritypolicy.org/,United States
Wang Hao,hongfenghuang,Left,http://chinadaily.com.cn,chinadaily.com.cn,chinadaily.com.cn,,China Daily,http://www.chinadaily.com.cn/,China
China Daily World,chinadailyworld,Left,http://www.chinadaily.com.cn/world,chinadaily.com.cn,chinadaily.com.cn,,China Daily,http://www.chinadaily.com.cn/,China
ChristianAction.org,martinmawyer,Extreme-right,http://www.christianaction.org,christianaction.org,christianaction.org,Virginia,Christian Action Network,https://christianaction.org/,United States
Church Militant (Watch Evening News at 6:30 PM ET),church_militant,Extreme-right,http://churchmilitant.com/gopremium,churchmilitant,churchmilitant,USA,Church Militant,https://www.churchmilitant.com/,United States
Christine Niles,christineniles1,Extreme-right,https://www.churchmilitant.com/news/author/christinenileschurchmilitant.com,churchmilitant,churchmilitant,"Detroit, MI",Church Militant,https://www.churchmilitant.com/,United States
Juliana Freitag,julesfreitag,Extreme-right,https://www.churchmilitant.com/news/author/juliana-freitag,churchmilitant,churchmilitant,Italy,Church Militant,https://www.churchmilitant.com/,United States
Clarion Project,clarionproject,Extreme-right,http://www.clarionproject.org,clarionproject.org,clarionproject.org,,Clarion Project,https://clarionproject.org/,United States
Clarion Project,clarionproject1,Extreme-right,http://www.clarionproject.org,clarionproject.org,clarionproject.org,,Clarion Project,https://clarionproject.org/,United States
The Clover Chronicle,cloverchron,Extreme-right,https://cloverchronicle.com,cloverchronicle,cloverchronicle,Visit us at,The Clover Chronicle,https://cloverchronicle.com,Unknown
CNSNews,cnsnews,Extreme-right,http://cnsnews.com,cnsnews,cnsnews,DC Metro Area,CNS News,https://www.cnsnews.com/,United States
Michael W. Chapman,chapmancnsnews,Extreme-right,http://www.cnsnews.com,cnsnews,cnsnews,Virginia,CNS News,https://www.cnsnews.com/,United States
Competitive Enterprise Institute,ceidotorg,Right,http://www.cei.org,cei.org,cei.org,"Washington, DC",Competitive Enterprise Institute,https://cei.org/,United States
Sean Geary Higgins,seanghiggins,Right,https://cei.org/content/sean-higgins,cei.org,cei.org,"Arlington, Va.",Competitive Enterprise Institute,https://cei.org/,United States
