Title,twitter,Ideology,URL,URL Reconstruct,URL Redirect Reconstruct,Location,Parent,Parent URL,Parent Country
Anchorage Daily News,adndotcom,Center,http://adn.com,adn,adn,"Anchorage, Alaska",Anchorage Daily News,https://www.adn.com/,United States
David Hulen,davidhulen,Center,http://adn.com,adn,adn,"Anchorage, Alaska",Anchorage Daily News,https://www.adn.com/,United States
ADN Iditarod,adniditarod,Center,http://www.adn.com/iditarod,adn,adn,"Anchorage, Alaska",Anchorage Daily News,https://www.adn.com/,United States
David Reamer,anc_historian,Center,https://www.adn.com/author/david-reamer/,adn,adn,"Anchorage, AK",Anchorage Daily News,https://www.adn.com/,United States
Sports at ADN,sportsadn,Center,http://adn.com/sports,adn,adn,Alaska,Anchorage Daily News,https://www.adn.com/,United States
Anchorage Daily News,adnpalinemails,Center,http://adn.com,adn,adn,"Anchorage, Alaska",Anchorage Daily News,https://www.adn.com/,United States
Independent Mail,independentmail,Center,http://www.independentmail.com,independentmail,independentmail,"Anderson, SC",Anderson Independent Mail,https://www.independentmail.com/,United States
Ken Ruinard,clickingken,Center,http://independentmail.com,independentmail,independentmail,South Carolina,Anderson Independent Mail,https://www.independentmail.com/,United States
Arc Digital,arcdigi,Center,http://arcdigital.media/welcome,arcdigital.media,arcdigital.media,,Arc Digital,https://arcdigital.media/,United States
Mark Broome,mark_arirang,Center,http://arirang.com/news/,arirang,arirang,"Seoul, S. Korea",Arirang,https://www.arirang.com/,"Korea, South"
Global Insight - Arirang News@8,newsarirang,Center,http://www.arirang.com/news/news_index.asp,arirang,arirang,"Seoul, South Korea",Arirang,https://www.arirang.com/,"Korea, South"
AZ Capitol Times,azcapitoltimes,Center,http://www.azcapitoltimes.com,azcapitoltimes,azcapitoltimes,"Phoenix, Arizona",Arizona Capitol Times,https://azcapitoltimes.com/,United States
Capitol Roadshow,capitolroadshow,Center,http://azcapitoltimes.com,azcapitoltimes,azcapitoltimes,Phoenix,Arizona Capitol Times,https://azcapitoltimes.com/,United States
Best of the Capitol,bestofcapitolaz,Center,http://azcapitoltimes.com/2016-best-of-the-capitol/,azcapitoltimes,azcapitoltimes,"Phoenix, AZ",Arizona Capitol Times,https://azcapitoltimes.com/,United States
ArmyTimes,armytimes,Center,http://armytimes.com,armytimes,armytimes,,Army Times,https://www.armytimes.com,United States
Davis Winkie,davis_winkie,Center,https://www.armytimes.com/author/davis.winkie/,armytimes,armytimes,Atlanta,Army Times,https://www.armytimes.com,United States
Ars Technica,arstechnica,Center,http://arstechnica.com,arstechnica,arstechnica,NYC - Boston - Chicago - SF,Ars Technica,https://arstechnica.com,United States
Ars Tech Policy,arslaw,Center,http://arstechnica.com/tech-policy/,arstechnica,arstechnica,The Internet,Ars Technica,https://arstechnica.com,United States
Scientific Method,arsscience,Center,http://arstechnica.com/science/,arstechnica,arstechnica,The Internet,Ars Technica,https://arstechnica.com,United States
Eric Berger,sciguyspace,Center,http://www.arstechnica.com,arstechnica,arstechnica,"Houston, TX",Ars Technica,https://arstechnica.com,United States
John Timmer,j_timmer,Center,http://arstechnica.com/author/john-timmer/,arstechnica,arstechnica,The big city,Ars Technica,https://arstechnica.com,United States
Ken Fisher,kenfisher,Center,http://arstechnica.com/staff/palatine.ars,arstechnica,arstechnica,Boston,Ars Technica,https://arstechnica.com,United States
Asia Times,asiatimesonline,Center,http://asiatimes.com,asiatimes,asiatimes,Asia,Asia Times,https://www.asiatimes.com,Hong Kong
Asia Times-India,asiatimes_in,Center,http://www.asiatimes.com,asiatimes,asiatimes,India,Asia Times,https://www.asiatimes.com,Hong Kong
The Associated Press,ap,Center,https://apnews.com/,apnews,apnews,Global,Associated Press,https://apnews.com/,United States
Atlas Obscura,atlasobscura,Center,http://atlasobscura.com,atlasobscura,atlasobscura,Everywhere,Atlas Obscura,https://www.atlasobscura.com/,United States
Dylan Thuras,dylanthuras,Center,http://www.atlasobscura.com,atlasobscura,atlasobscura,"Rosendale, NY",Atlas Obscura,https://www.atlasobscura.com/,United States
Warren Webster,wwebs,Center,http://www.atlasobscura.com,atlasobscura,atlasobscura,"New York, NY",Atlas Obscura,https://www.atlasobscura.com/,United States
azfamily.com Rewards,azfamilyrewards,Center,http://azfamily.com,azfamily,azfamily,"Phoenix, Arizona",azfamily.com,https://www.azfamily.com/,United States
Ballotpedia,ballotpedia,Center,https://ballotpedia.org,ballotpedia.org,ballotpedia.org,United States,Ballotpedia,https://ballotpedia.org/Main_Page,United States
Geoff Pallay,gpallay,Center,http://ballotpedia.org,ballotpedia.org,ballotpedia.org,"Charleston, SC",Ballotpedia,https://ballotpedia.org/Main_Page,United States
Kristen Vonasek,kristenvonasek,Center,http://ballotpedia.org,ballotpedia.org,ballotpedia.org,"Madison, WI",Ballotpedia,https://ballotpedia.org/Main_Page,United States
Leslie Graves,lesliegraves,Center,http://ballotpedia.org,ballotpedia.org,ballotpedia.org,"Spring Green, Wisconsin",Ballotpedia,https://ballotpedia.org/Main_Page,United States
Maine Governor,mainegovernor,Center,"https://ballotpedia.org/maine_gubernatorial_election,_2018",ballotpedia.org,ballotpedia.org,MAINE,Ballotpedia,https://ballotpedia.org/Main_Page,United States
Bangkok Post,bangkokpostnews,Center,http://www.bangkokpost.com,bangkokpost,bangkokpost,Thailand,The Bangkok Post,http://www.bangkokpost.com/,Unknown
Bangkok Post Culture,bpculture,Center,http://www.bangkokpost.com,bangkokpost,bangkokpost,Bangkok,The Bangkok Post,http://www.bangkokpost.com/,Unknown
Bangkok Post,bkk_post,Center,http://www.bangkokpost.com,bangkokpost,bangkokpost,"Bangkok, Thailand",The Bangkok Post,http://www.bangkokpost.com/,Unknown
Bangkok Post Learning,post_learning,Center,https://www.bangkokpost.com/learning/,bangkokpost,bangkokpost,Bangkok,The Bangkok Post,http://www.bangkokpost.com/,Unknown
Bangkok Post Learning (Student Weekly),student_weekly,Center,https://www.bangkokpost.com/learning,bangkokpost,bangkokpost,Thailand,The Bangkok Post,http://www.bangkokpost.com/,Unknown
The Baxter Bulletin,bbnewsroom,Center,http://www.baxterbulletin.com,baxterbulletin,baxterbulletin,"Mountain Home, Ark.",The Baxter Bulletin,https://www.baxterbulletin.com,Unknown
Benzinga,benzinga,Center,http://www.benzinga.com/,benzinga,benzinga,"Downtown Detroit, MI & NYC",Benzinga,https://www.benzinga.com/,United States
BenzingaWire,benzingamedia,Center,http://www.benzinga.com,benzinga,benzinga,,Benzinga,https://www.benzinga.com/,United States
BGA,bettergov,Center,http://www.bettergov.org,bettergov.org,bettergov.org,"Chicago, Illinois",Better Government Association,https://www.bettergov.org/,United States
Big News Network,bignewsnetwork,Center,http://www.bignewsnetwork.com,bignewsnetwork,bignewsnetwork,Global,Big News Network,https://www.bignewsnetwork.com,United Arab Emirates
Big Think,bigthink,Center,http://www.bigthink.com,bigthink,bigthink,"New York, NY",Big Think,https://bigthink.com/,United States
Mary Perez,maryperezsh,Center,http://sunherald.com,sunherald,sunherald,"Biloxi, MS",Biloxi Sun Herald,http://sunherald.com,United States
The Bismarck Tribune,bistrib,Center,http://www.bismarcktribune.com,bismarcktribune,bismarcktribune,"Bismarck, North Dakota",Bismarck Tribune,https://bismarcktribune.com/,United States
The Bismarck Tribune,nodakcentral,Center,http://www.bismarcktribune.com/blog/?w=nodakcentral,bismarcktribune,bismarcktribune,"Bismarck, ND",Bismarck Tribune,https://bismarcktribune.com/,United States
Bis Trib Sports,bistribsports,Center,http://bismarcktribune.com/sports/,bismarcktribune,bismarcktribune,"Bismarck, North Dakota",Bismarck Tribune,https://bismarcktribune.com/,United States
The Bismarck Tribune,bonnerdakota,Center,http://bismarcktribune.com,bismarcktribune,bismarcktribune,"Bismarck, North Dakota",Bismarck Tribune,https://bismarcktribune.com/,United States
Blasting News,blastingnews,Center,http://us.blastingnews.com/welcome/,blastingnews.us,blastingnews.us,United States,Blasting News,https://us.blastingnews.com,United Kingdom
BleepingComputer,bleepincomputer,Center,http://www.bleepingcomputer.com/,bleepingcomputer,bleepingcomputer,New York,Bleeping Computer,https://www.bleepingcomputer.com,United States
BNO News,bnonews,Center,http://www.bnonews.com,bnonews,bnonews,,BNO News,https://bnonews.com/,Netherlands
BNO Newsroom,bnodesk,Center,http://www.bnonews.com,bnonews,bnonews,Worldwide,BNO News,https://bnonews.com/,Netherlands
BNO News,vote08,Center,http://www.bnonews.com,bnonews,bnonews,United States of America,BNO News,https://bnonews.com/,Netherlands
BNO Middle East News,bno_middleeast,Center,http://www.bnonews.com,bnonews,bnonews,Global,BNO News,https://bnonews.com/,Netherlands
BNO News Financial,bno_financial,Center,http://www.bnonews.com,bnonews,bnonews,Global,BNO News,https://bnonews.com/,Netherlands
Bozeman Daily Chronicle,bozchron,Center,http://bozemandailychronicle.com/,bozemandailychronicle,bozemandailychronicle,"Bozeman, Montana",Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/,United States
Chronicle Sports,bozchronsports,Center,http://www.bozemandailychronicle.com/sports,bozemandailychronicle,bozemandailychronicle,"Bozeman, MT",Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/,United States
BDC Police Reports,police_reports,Center,http://www.bozemandailychronicle.com/police_reports,bozemandailychronicle,bozemandailychronicle,"Bozeman, MT",Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/,United States
Chronicle Events,bozchronevents,Center,http://bozemandailychronicle.com/calendar/,bozemandailychronicle,bozemandailychronicle,"Bozeman, MT",Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/,United States
Bridge Michigan,bridgemichigan,Center,http://bridgemi.com,bridgemi,bridgemi,"Michigan, USA",Bridge Michigan,https://www.bridgemi.com/,United States
Paula Gardner,paulagardner,Center,http://www.bridgemi.com,bridgemi,bridgemi,"Ann Arbor, Michigan",Bridge Michigan,https://www.bridgemi.com/,United States
Bring Me The News,bringmethenews,Center,http://bringmethenews.com,bringmethenews,bringmethenews,"Minneapolis, MN",Bring Me The News,https://bringmethenews.com/,United States
BringMeTheNews,bringmnnews,Center,http://www.bringmethenews.com,bringmethenews,bringmethenews,Minneapolis-St. Paul Minnesota,Bring Me The News,https://bringmethenews.com/,United States
Joe Nelson,joebmtn,Center,http://bringmethenews.com,bringmethenews,bringmethenews,Minneapolis,Bring Me The News,https://bringmethenews.com/,United States
Bullshido.net,bullshido,Center,http://www.bullshido.net,bullshido.net,bullshido.net,Earth,Bullshido,https://www.bullshido.net/,United States
Phrost,phrost,Center,http://www.bullshido.net,bullshido.net,bullshido.net,"Austin, TX",Bullshido,https://www.bullshido.net/,United States
Business 2 Community,b2community,Center,http://www.business2community.com,business2community,business2community,"Philadelphia, PA",Business 2 Community,https://www.business2community.com/,United States
CSPAN,cspan,Center,http://www.c-span.org,c-span.org,c-span.org,"Washington, D.C.",CSPAN,https://www.c-span.org/,United States
susan swain,cspansusan,Center,http://www.c-span.org,c-span.org,c-span.org,"Washington, DC",CSPAN,https://www.c-span.org/,United States
Jeremy Art,cspanjeremy,Center,http://www.c-span.org,c-span.org,c-span.org,"Washington, DC",CSPAN,https://www.c-span.org/,United States
C-SPAN Classroom,cspanclassroom,Center,http://www.c-span.org/classroom,c-span.org,c-span.org,"Washington, DC",CSPAN,https://www.c-span.org/,United States
C-SPAN Cities Tour,cspancities,Center,http://www.c-span.org/citiestour,c-span.org,c-span.org,U.S.,CSPAN,https://www.c-span.org/,United States
C-SPAN Music,cspanmusic,Center,http://www.c-span.org,c-span.org,c-span.org,"Washington, DC",CSPAN,https://www.c-span.org/,United States
Robin Newton,cspanrobin,Center,http://www.c-span.org,c-span.org,c-span.org,"Washington, DC",CSPAN,https://www.c-span.org/,United States
C-SPAN Marketing,cspanchris,Center,http://www.c-span.org,c-span.org,c-span.org,"Washington, DC",CSPAN,https://www.c-span.org/,United States
CPAC,cpac_tv,Center,http://www.cpac.ca,cpac.ca,cpac.ca,Canada,Cable Public Affairs Channel (CPAC),https://www.cpac.ca/en/,Unknown
Cape Cod Times,capecodtimes,Center,http://www.capecodtimes.com,capecodtimes,capecodtimes,"Hyannis, Massachusetts",Cape Cod Times,http://www.capecodtimes.com,United States
Cape Cod Times sports,sportscct,Center,http://www.capecodtimes.com/sports,capecodtimes,capecodtimes,,Cape Cod Times,http://www.capecodtimes.com,United States
CapeCast,capecast,Center,http://capecodtimes.com,capecodtimes,capecodtimes,"Hyannis, MA",Cape Cod Times,http://www.capecodtimes.com,United States
𝐀𝐧𝐧𝐞 𝐁𝐫𝐞𝐧𝐧𝐚𝐧,annebrennancct,Center,http://www.capecodtimes.com,capecodtimes,capecodtimes,"Hyannis, MA",Cape Cod Times,http://www.capecodtimes.com,United States
Doug Fraser,dougfrasercct,Center,http://www.capecodtimes.com,capecodtimes,capecodtimes,Cape Cod,Cape Cod Times,http://www.capecodtimes.com,United States
Capitol Fax Ads,capitolfaxads,Center,http://capitolfax.com/,capitolfax,capitolfax,Illinois,Capitol Fax,https://capitolfax.com,United States
Castanet,castanetnews,Center,https://www.castanet.net,castanet.net,castanet.net,"Kelowna, BC",Castanet,https://www.castanet.net/,Canada
Center for Democracy & Technology,cendemtech,Center,http://cdt.org,cdt.org,cdt.org,,Center for Democracy and Technology,https://cdt.org,Unknown
Centre for Democracy & Technology Europe,cdteu,Center,https://cdt.org/eu/,cdt.org,cdt.org,"Brussels, Belgium",Center for Democracy and Technology,https://cdt.org,Unknown
OpenSecrets.org,opensecretsdc,Center,https://www.opensecrets.org/,opensecrets.org,opensecrets.org,"Washington, D.C.",Center for Responsive Politics (Open Secrets),http://www.opensecrets.org/,United States
CSIS,csis,Center,http://csis.org,csis.org,csis.org,"Washington, DC",Center for Strategic and International Studies,https://www.csis.org/,United States
